title,genres,image,description,youtube_url,published_year,actors,director
กะเหรี่ยงตกดอย,"คลาสสิค, วัยรุ่น",,กะเหรี่ยงตกดอย หนังปี 2530 เรื่องราวของสองหนุ่มกระเหรี่ยงที่อาศัยอยู่บนดอยสูงห่างไกลความเจริญ พวกเขาเป็นความหวังและตัวแทนของเผ่าที่ต้องไปสอบเข้ามหาวิทยาลัยที่กรุงเทพฯ เพื่อนำความรู้มาพัฒนาหมู่บ้าน มาลุ้นกันค่ะ ว่าเรื่องราวจะวุ่นวายแค่ไหน ทั้งคู่จะทำภารกิจสำเร็จหรือไม่ มาดูหนังกับแอดนะคะ,-fYWnkp4jQA,,,
กว่าจะถึงวันนั้น,"คลาสสิค, วัยรุ่น, ดราม่า",,"""แม้วันนี้จะผิดหวัง  อย่าสิ้นพลัง  ก่อนวันนั้นจะมาถึง""",1ScF9nxwhzY,,,
รักนี้เราจอง,"คลาสสิค, โรแมนติก",,ถ้าจริงใจและมาจากหัวใจ รักนี้...คุณย่อมมีสิทธิ์จับจอง,1xA-WawyjOg,,,
ตะลุยโรงหมอ,"คลาสสิค, วัยรุ่น, ดราม่า",,นักศึกษาแพทย์ชั้นปีสุดท้าย 3 คน ที่ต้องผ่าศพอาจารย์ใหญ่ภาคปฏิบัติจริง แต่ดันเจอดีเข้า จึงหนีป่าราบไม่คิดชีวิต ทำให้คนไข้ พยาบาล ตื่นตกใจวุ่นวายกันไปหมด เมื่อผู้อำนวยการโรงพยาบาลทราบเรื่องเข้า จึงมีมาตรการฝึกงานใหม่ให้กับนักศึกษาทั้ง 3 คน เพื่อไม่ให้ขวัญอ่อน เมื่อส่งตุ๋ย ต้องไปเฝ้าห้องดับจิต อ้วน ต้องไปตกแต่งหน้าศพและอีกคน ต้องไปอยู่ตึกผู้ป่วยประสบอุบัติเหตุรุนแรงและตาย ความวุ่นวายอลหม่านจะเพิ่มเป็นทวีคูณหรือไม่,aKF1aK7VMrg,,,
เก็บรัก,"คลาสสิค, ดราม่า",,ค่าความรักสูงยิ่งสิ่งใด  ควรเก็บเอาไปให้แก่คนดีๆ...,4Qxchwg7-pk,,,
ดิฉันไม่ใช่โสเภณี,"คลาสสิค, ดราม่า",,"ดิฉันไม่ใช่โสเภณี เป็นนวนิยาย ประพันธ์โดยผกามาศ ปรีชา มีเรื่องราวเกี่ยวกับผู้หญิงไทยที่เสี่ยงชีวิตไปประเทศเยอรมนี โดยหวังจะแต่งงานกับชาวเยอรมัน เพื่อให้ได้สิทธิ ในการอยู่ในประเทศเยอรมนีต่อ โดยตีแผ่การทำงานของบริษัทจัดหาคู่ รวมถึงชะตากรรมของผู้หญิงต่างแดนหลาย ๆ คน
",7Ko_FMfKc-U,,,
3 กบาล,"คลาสสิค, ดราม่า, คอมเมดี้",,TKR GROUP  ร่วมกับ  กลุ่ม “คนไท”เสนอผลงานอันดับที่ 8,WV1Bb8Vl6t0,,,
รักซึมลึก,"คลาสสิค, โรแมนติก",,"""รักซึมลึก"" หนังรัก feelgood ที่มีครบทุกรส เป็นหนังที่ดูแล้วรู้สึกเต็มอิ่มมากๆค่ะ เรื่องราวความรักของสองหนุ่มสาวที่มีเหตุให้ต้องใช้ขีวิตอยู่ห้องเช่าเดียวกัน จากเพื่อนร่วมห้อง จะพัฒนาไปเป็นความรักได้หรือไม่ มาลุ้นกันค่ะ
",t6CQAxn1vrc,,,
อะไรกันจ๊ะ,"คลาสสิค, คอมเมดี้, วัยรุ่น",,สูตรลับปราบศิษย์สาวซ่า อาจารย์ยอดฮาใช้ตำราไฮ-เทค,Ec-ih1Dg7IM,,,
สองขวัญขยันหาเมีย,"คลาสสิค, โรแมนติก, ดราม่า",,ทะเล้นเป็นหนึ่ง..ทะลึ่งไม่เหมือนใคร แต่เดินไปไหน...สาวๆตอมกันเกรียวลองคลำดูซิฮะ คุณมี “สองขวัญ” เหมือนผมไม๊..,nkHKqiA0hmQ,,,
สองโหลยี่สิบห้า,"คลาสสิค, ดราม่า, วัยรุ่น",,ขนมปัง (อนุสรา จันทรังษี) แฟนสาวของปัทมศักดิ์ (พลวัฒน์ มนูประเสริฐ ) มีนิสัยชอบอ่านหนังสือการ์ตูน ระหองระแหงทะเลาะกันเป็นประจำ โดยพักอาศัยอยู่ตัน (อธิป ทองจินดา) เพื่อนนายแบบที่ออกค่าเช่าห้องให้ แต่แล้วปัทมศักดิ์ เกิดป่วยได้ไปพบหมอทราบข่าวว่าเป็นโรคร้าย อยู่ได้ไม่เกิน 3 เดือน ทำให้คนที่อยู่รอบตัวและขนมปังต่างทำความดีเสีย จนปัทมศักดิ์รู้สึกผิดสังเกตุจากคนรอบข้าง เรื่องวุ่นๆโกลาหลจึงเกิดขึ้น และปัทมศักดิ์จะหายจากโรคร้ายหรือไม่,0yObEAy7zR4,,,
